DP,LR,Batch,Clip,Noise,Microbatches,Acurácia,Precisão,Recall,F1,Tempo Treinamento (s),Privacidade,Arquitetura
True,0.001,100,1.0,1.0,5,0.6102,0.6803,0.6102,0.5633,362.76,1.15,b
True,0.001,100,1.0,1.0,10,0.6298,0.7078,0.6298,0.5808,362.95,1.15,b
True,0.001,100,1.0,1.5,5,0.6819,0.7359,0.6819,0.6491,362.31,0.61,b
True,0.001,100,1.0,1.5,10,0.7049,0.7519,0.7049,0.6959,361.72,0.61,b
True,0.001,100,1.5,0.5,5,0.7212,0.7738,0.7212,0.6970,363.23,9.62,b
True,0.001,100,1.5,0.5,10,0.7091,0.7721,0.7091,0.6868,363.25,9.62,b
True,0.001,100,1.5,1.0,5,0.7279,0.7648,0.7279,0.7090,363.09,1.15,b
True,0.001,100,1.5,1.0,10,0.7161,0.7472,0.7161,0.6948,362.57,1.15,b
True,0.001,100,1.5,1.5,5,0.7141,0.7560,0.7141,0.6806,361.80,0.61,b
True,0.001,100,1.5,1.5,10,0.7596,0.7834,0.7596,0.7444,361.76,0.61,b
