DP,LR,Batch,Clip,Noise,Microbatches,Acurácia,Precisão,Recall,F1,Tempo Treinamento (s),Privacidade,Arquitetura
True,0.001,100,1.0,1.0,5,0.7187,0.7631,0.7187,0.7055,3070.86,1.15,b
True,0.001,100,1.0,1.0,10,0.6770,0.7479,0.6770,0.6359,3073.93,1.15,b
True,0.001,100,1.0,1.5,5,0.7189,0.7493,0.7189,0.6996,3064.85,0.61,b
True,0.001,100,1.0,1.5,10,0.7014,0.7495,0.7014,0.6863,3071.77,0.61,b
True,0.001,100,1.5,0.5,5,0.7466,0.7719,0.7466,0.7322,3065.32,9.62,b
True,0.001,100,1.5,0.5,10,0.7202,0.7630,0.7202,0.6927,3066.60,9.62,b
True,0.001,100,1.5,1.0,5,0.7212,0.7578,0.7212,0.6947,3067.94,1.15,b
True,0.001,100,1.5,1.0,10,0.7404,0.7684,0.7404,0.7082,3069.04,1.15,b
True,0.001,100,1.5,1.5,5,0.7664,0.7983,0.7664,0.7480,3147.22,0.61,b
True,0.001,100,1.5,1.5,10,0.7545,0.7857,0.7545,0.7408,3196.81,0.61,b
