DP,LR,Batch,Clip,Noise,Microbatches,Acurácia,Precisão,Recall,F1,Tempo Treinamento (s),Privacidade,Arquitetura
TRUE,"0,01",50,"0,5",1,10,"0,872","0,8806","0,872","0,8724","6782,66",Epsilon = 8.181,B
FALSE,"0,01",50,"0,5","1,5",None,"0,9958","0,9958","0,9958","0,9958","852,79",Epsilon = 8.181,B
TRUE,"0,01",50,"0,5","1,5",5,"0,2988","0,2872","0,2988","0,2598","3650,44",Sem DP,B
TRUE,"0,01",50,"0,5","1,5",10,"0,6784","0,6898","0,6784","0,6645","6941,49",Epsilon = 1.932,B
FALSE,"0,01",50,1,"0,5",None,"0,9955","0,9955","0,9955","0,9955","1003,28",Epsilon = 1.932,B
TRUE,"0,01",50,1,"0,5",5,"0,9332","0,9334","0,9332","0,9329","4089,86",Sem DP,B
TRUE,"0,01",50,1,"0,5",10,"0,9586","0,9589","0,9586","0,9586","7257,87",Epsilon = 167.930,B
FALSE,"0,01",50,1,1,None,"0,9953","0,9953","0,9953","0,9953","855,4",Epsilon = 167.930,B
TRUE,"0,01",50,1,1,5,"0,6674","0,6808","0,6674","0,6533","3660,95",Sem DP,B
TRUE,"0,01",50,1,1,10,"0,8482","0,86","0,8482","0,8464","6842,09",Epsilon = 8.181,B
FALSE,"0,01",50,1,"1,5",None,"0,9942","0,9942","0,9942","0,9942","862,93",Epsilon = 8.181,B
TRUE,"0,01",50,1,"1,5",5,"0,2893","0,2926","0,2893","0,2552","3658,47",Sem DP,B
TRUE,"0,01",50,1,"1,5",10,"0,4604","0,4849","0,4604","0,444","6844,94",Epsilon = 1.932,B
FALSE,"0,01",50,"1,5","0,5",None,"0,9954","0,9954","0,9954","0,9954","853,76",Epsilon = 1.932,B
TRUE,"0,01",50,"1,5","0,5",5,"0,9273","0,9282","0,9273","0,9269","3664,31",Sem DP,B
TRUE,"0,01",50,"1,5","0,5",10,"0,951","0,9528","0,951","0,9511","6846,64",Epsilon = 167.930,B
FALSE,"0,01",50,"1,5",1,None,"0,9945","0,9945","0,9945","0,9945","854,25",Epsilon = 167.930,B
TRUE,"0,01",50,"1,5",1,5,"0,5215","0,6793","0,5215","0,536","3670,4",Sem DP,B
TRUE,"0,01",50,"1,5",1,10,"0,8569","0,8641","0,8569","0,8549","6828,72",Epsilon = 8.181,B
FALSE,"0,01",50,"1,5","1,5",None,"0,9958","0,9958","0,9958","0,9958","860,82",Epsilon = 8.181,B
TRUE,"0,01",50,"1,5","1,5",5,"0,1719","0,1908","0,1719","0,1205","3655,71",Sem DP,B
TRUE,"0,01",50,"1,5","1,5",10,"0,6289","0,6741","0,6289","0,6205","6847,93",Epsilon = 1.932,B
FALSE,"0,01",100,"0,5","0,5",None,"0,9958","0,9958","0,9958","0,9958","856,49",Epsilon = 1.932,B
TRUE,"0,01",100,"0,5","0,5",5,"0,93","0,9309","0,93","0,9299","3641,85",Sem DP,B
TRUE,"0,01",100,"0,5","0,5",10,"0,9544","0,9546","0,9544","0,9543","6702,43",Epsilon = 197.798,B
FALSE,"0,01",100,"0,5",1,None,"0,9948","0,9948","0,9948","0,9948","853,52",Epsilon = 197.798,B
TRUE,"0,01",100,"0,5",1,5,"0,6777","0,6956","0,6777","0,659","3643,56",Sem DP,B
TRUE,"0,01",100,"0,5",1,10,"0,8853","0,8911","0,8853","0,8849","7282,84",Epsilon = 11.105,B
FALSE,"0,01",100,"0,5","1,5",None,"0,9951","0,9951","0,9951","0,9951","858,42",Epsilon = 11.105,B
TRUE,"0,01",100,"0,5","1,5",5,"0,2898","0,3439","0,2898","0,2575","3654,2",Sem DP,B
TRUE,"0,01",100,"0,5","1,5",10,"0,7527","0,779","0,7527","0,747","6726,45",Epsilon = 2.618,B
FALSE,"0,01",100,1,"0,5",None,"0,995","0,995","0,995","0,995","859,79",Epsilon = 2.618,B
TRUE,"0,01",100,1,"0,5",5,"0,9398","0,9412","0,9398","0,9397","3651,11",Sem DP,B
TRUE,"0,01",100,1,"0,5",10,"0,9561","0,9565","0,9561","0,956","6737,7",Epsilon = 197.798,B
FALSE,"0,01",100,1,1,None,"0,9955","0,9955","0,9955","0,9955","863,95",Epsilon = 197.798,B
TRUE,"0,01",100,1,1,5,"0,6453","0,688","0,6453","0,6374","3648,94",Sem DP,B
TRUE,"0,01",100,1,1,10,"0,9053","0,9065","0,9053","0,9047","6713,4",Epsilon = 11.105,B
FALSE,"0,01",100,1,"1,5",None,"0,995","0,995","0,995","0,995","860,36",Epsilon = 11.105,B
TRUE,"0,01",100,1,"1,5",5,"0,387","0,404","0,387","0,3427","3653,94",Sem DP,B
TRUE,"0,01",100,1,"1,5",10,"0,645","0,6505","0,645","0,6363","6716,49",Epsilon = 2.618,B
FALSE,"0,01",100,"1,5","0,5",None,"0,9951","0,9951","0,9951","0,9951","860,94",Epsilon = 2.618,B
TRUE,"0,01",100,"1,5","0,5",5,"0,9298","0,9313","0,9298","0,9297","3653,87",Sem DP,B
TRUE,"0,01",100,"1,5","0,5",10,"0,9626","0,9627","0,9626","0,9625","6722,49",Epsilon = 197.798,B
FALSE,"0,01",100,"1,5",1,None,"0,9953","0,9953","0,9953","0,9953","869,6",Epsilon = 197.798,B
TRUE,"0,01",100,"1,5",1,5,"0,6455","0,6334","0,6455","0,6182","3648,55",Sem DP,B
TRUE,"0,01",100,"1,5",1,10,"0,8734","0,8786","0,8734","0,8738","6721,02",Epsilon = 11.105,B
FALSE,"0,01",100,"1,5","1,5",None,"0,996","0,996","0,996","0,996","875,11",Epsilon = 11.105,B
TRUE,"0,01",100,"1,5","1,5",5,"0,2663","0,3414","0,2663","0,2248","3673,7",Sem DP,B
TRUE,"0,01",100,"1,5","1,5",10,"0,6304","0,6618","0,6304","0,6256","6744,53",Epsilon = 2.618,B
FALSE,"0,005",25,"0,5","0,5",None,"0,995","0,995","0,995","0,995","881,64",Epsilon = 2.618,B
TRUE,"0,005",25,"0,5","0,5",5,"0,9334","0,9348","0,9334","0,9334","4218,51",Sem DP,B
FALSE,"0,005",25,"0,5",1,None,"0,9949","0,9949","0,9949","0,9949","917,28",Epsilon = 143.297,B
TRUE,"0,005",25,"0,5",1,5,"0,5699","0,5942","0,5699","0,5521","4178,44",Sem DP,B
FALSE,"0,005",25,"0,5","1,5",None,"0,9953","0,9953","0,9953","0,9953","926,11",Epsilon = 6.144,B
TRUE,"0,005",25,"0,5","1,5",5,"0,3652","0,3959","0,3652","0,3348","4083,19",Sem DP,B
FALSE,"0,005",25,1,"0,5",None,"0,9946","0,9946","0,9946","0,9946","881,67",Epsilon = 1.511,B
TRUE,"0,005",25,1,"0,5",5,"0,9218","0,9234","0,9218","0,9217","4034,37",Sem DP,B
FALSE,"0,005",25,1,1,None,"0,9951","0,9951","0,9951","0,9951","896,37",Epsilon = 143.297,B
TRUE,"0,005",25,1,1,5,"0,4456","0,4649","0,4456","0,392","4015,27",Sem DP,B
FALSE,"0,005",25,1,"1,5",None,"0,9956","0,9956","0,9956","0,9956","882,9",Epsilon = 6.144,B
TRUE,"0,005",25,1,"1,5",5,"0,1968","0,2152","0,1968","0,1653","3996,16",Sem DP,B
FALSE,"0,005",25,"1,5","0,5",None,"0,9951","0,9951","0,9951","0,9951","882,89",Epsilon = 1.511,B
TRUE,"0,005",25,"1,5","0,5",5,"0,935","0,9352","0,935","0,9349","3965,63",Sem DP,B
FALSE,"0,005",25,"1,5",1,None,"0,995","0,995","0,995","0,995","886,16",Epsilon = 143.297,B
TRUE,"0,005",25,"1,5",1,5,"0,5885","0,6207","0,5885","0,5892","3988,85",Sem DP,B
FALSE,"0,005",25,"1,5","1,5",None,"0,9954","0,9954","0,9954","0,9954","889,87",Epsilon = 6.144,B
TRUE,"0,005",25,"1,5","1,5",5,"0,2868","0,3184","0,2868","0,2678","4010,79",Sem DP,B
FALSE,"0,005",50,"0,5","0,5",None,"0,9955","0,9955","0,9955","0,9955","895,25",Epsilon = 1.511,B
TRUE,"0,005",50,"0,5","0,5",5,"0,9305","0,931","0,9305","0,9303","3749,06",Sem DP,B
TRUE,"0,005",50,"0,5","0,5",10,"0,9392","0,9399","0,9392","0,9391","6932,49",Epsilon = 167.930,B
FALSE,"0,005",50,"0,5",1,None,"0,996","0,996","0,996","0,996","889,71",Epsilon = 167.930,B
TRUE,"0,005",50,"0,5",1,5,"0,7105","0,7381","0,7105","0,7052","3755,87",Sem DP,B
TRUE,"0,005",50,"0,5",1,10,"0,8786","0,8816","0,8786","0,8771","6941,76",Epsilon = 8.181,B
FALSE,"0,005",50,"0,5","1,5",None,"0,9958","0,9958","0,9958","0,9958","891,53",Epsilon = 8.181,B
TRUE,"0,005",50,"0,5","1,5",5,"0,4095","0,4165","0,4095","0,3997","3793,29",Sem DP,B
TRUE,"0,005",50,"0,5","1,5",10,"0,6414","0,676","0,6414","0,6103","6973,64",Epsilon = 1.932,B
FALSE,"0,005",50,1,"0,5",None,"0,9952","0,9952","0,9952","0,9952",925,Epsilon = 1.932,B
TRUE,"0,005",50,1,"0,5",5,"0,9483","0,9487","0,9483","0,9483","3809,91",Sem DP,B
TRUE,"0,005",50,1,"0,5",10,"0,9573","0,9579","0,9573","0,9573","7373,35",Epsilon = 167.930,B
FALSE,"0,005",50,1,1,None,"0,9953","0,9953","0,9953","0,9953","1030,16",Epsilon = 167.930,B
TRUE,"0,005",50,1,1,5,"0,6552","0,7087","0,6552","0,6442","3889,33",Sem DP,B
TRUE,"0,005",50,1,1,10,"0,8782","0,8815","0,8782","0,8775","6971,15",Epsilon = 8.181,B
FALSE,"0,005",50,1,"1,5",None,"0,9946","0,9946","0,9946","0,9946","908,05",Epsilon = 8.181,B
TRUE,"0,005",50,1,"1,5",5,"0,2899","0,2912","0,2899","0,2753","3751,02",Sem DP,B
TRUE,"0,005",50,1,"1,5",10,"0,6742","0,6926","0,6742","0,6672","6971,54",Epsilon = 1.932,B
FALSE,"0,005",50,"1,5","0,5",None,"0,9948","0,9948","0,9948","0,9948","901,78",Epsilon = 1.932,B
TRUE,"0,005",50,"1,5","0,5",5,"0,9482","0,9486","0,9482","0,9481","3761,17",Sem DP,B
TRUE,"0,005",50,"1,5","0,5",10,"0,9626","0,9627","0,9626","0,9625","6969,12",Epsilon = 167.930,B
FALSE,"0,005",50,"1,5",1,None,"0,9942","0,9942","0,9942","0,9942","900,21",Epsilon = 167.930,B
TRUE,"0,005",50,"1,5",1,5,"0,6688","0,6921","0,6688","0,6495","3746,1",Sem DP,B
TRUE,"0,005",50,"1,5",1,10,"0,8803","0,8858","0,8803","0,8792","6973,45",Epsilon = 8.181,B
FALSE,"0,005",50,"1,5","1,5",None,"0,9953","0,9953","0,9953","0,9953","900,73",Epsilon = 8.181,B
TRUE,"0,005",50,"1,5","1,5",5,"0,3194","0,315","0,3194","0,2888","3756,94",Sem DP,B
TRUE,"0,005",50,"1,5","1,5",10,"0,5602","0,6752","0,5602","0,5653","7023,89",Epsilon = 1.932,B
FALSE,"0,005",100,"0,5","0,5",None,"0,9954","0,9954","0,9954","0,9954","931,59",Epsilon = 1.932,B
TRUE,"0,005",100,"0,5","0,5",5,"0,9296","0,9306","0,9296","0,9295","3719,33",Sem DP,B
TRUE,"0,005",100,"0,5","0,5",10,"0,9292","0,9299","0,9292","0,9289","6781,91",Epsilon = 197.798,B
FALSE,"0,005",100,"0,5",1,None,"0,9952","0,9952","0,9952","0,9952","914,71",Epsilon = 197.798,B
TRUE,"0,005",100,"0,5",1,5,"0,7059","0,7112","0,7059","0,6947","3720,73",Sem DP,B
TRUE,"0,005",100,"0,5",1,10,"0,8871","0,8877","0,8871","0,8866","6779,09",Epsilon = 11.105,B
FALSE,"0,005",100,"0,5","1,5",None,"0,9957","0,9957","0,9957","0,9957","924,91",Epsilon = 11.105,B
TRUE,"0,005",100,"0,5","1,5",5,"0,5765","0,6129","0,5765","0,5687","3913,27",Sem DP,B
TRUE,"0,005",100,"0,5","1,5",10,"0,7017","0,7426","0,7017","0,6849","7047,48",Epsilon = 2.618,B
FALSE,"0,005",100,1,"0,5",None,"0,9952","0,9952","0,9952","0,9952","926,52",Epsilon = 2.618,B
TRUE,"0,005",100,1,"0,5",5,"0,9302","0,9312","0,9302","0,9298","3729,93",Sem DP,B
TRUE,"0,005",100,1,"0,5",10,"0,9457","0,9471","0,9457","0,9457","6795,89",Epsilon = 197.798,B
FALSE,"0,005",100,1,1,None,"0,9951","0,9951","0,9951","0,9951","928,6",Epsilon = 197.798,B
TRUE,"0,005",100,1,1,5,"0,8051","0,8105","0,8051","0,8049","3731,44",Sem DP,B
